Id,SalePrice
1461,130475.69
1462,155962.93
1463,184729.05
1464,194864.54
1465,198089.47
1466,184844.82
1467,168356.4
1468,179405.97
1469,176290.82
1470,138515.58
1471,192666.82
1472,102578.0
1473,96726.0
1474,154414.32
1475,131339.45
1476,336041.81
1477,253846.04
1478,303668.51
1479,291745.16
1480,422430.08
1481,324303.16
1482,210572.53
1483,196260.85
1484,177641.86
1485,191136.13
1486,199058.42
1487,312682.2
1488,239091.42
1489,211383.97
1490,224936.19
1491,198075.07
1492,98573.5
1493,188377.74
1494,283068.46
1495,273381.2
1496,229527.46
1497,186406.75
1498,168684.95
1499,163991.52
1500,169742.41
1501,172936.0
1502,170876.19
1503,258401.31
1504,232069.52
1505,222005.53
1506,179754.78
1507,234864.66
1508,188492.0
1509,160827.5
1510,152039.5
1511,150009.23
1512,174935.24
1513,150683.5
1514,151412.25
1515,178077.24
1516,162029.0
1517,169065.83
1518,136479.31
1519,206384.49
1520,140724.58
1521,142236.09
1522,165550.76
1523,125245.56
1524,121779.16
1525,124011.0
1526,127155.93
1527,115776.4
1528,131470.33
1529,147928.08
1530,164625.0
1531,142990.42
1532,109755.5
1533,139119.09
1534,118743.42
1535,147857.45
1536,119545.97
1537,100715.9
1538,147732.38
1539,169686.56
1540,118471.75
1541,129160.28
1542,130462.26
1543,169080.5
1544,101855.93
1545,113892.5
1546,131140.0
1547,134427.01
1548,125675.87
1549,116456.54
1550,134154.92
1551,120061.0
1552,152033.98
1553,141718.87
1554,123354.77
1555,178957.87
1556,114324.19
1557,115527.04
1558,108038.75
1559,124177.65
1560,149701.51
1561,137196.09
1562,132982.33
1563,126378.5
1564,161205.67
1565,160441.2
1566,217171.17
1567,92944.41
1568,237986.06
1569,169209.88
1570,144974.33
1571,134320.14
1572,142612.5
1573,220325.57
1574,131844.3
1575,203518.64
1576,230610.41
1577,197126.46
1578,145503.7
1579,144749.5
1580,195796.6
1581,167285.5
1582,126973.33
1583,306988.59
1584,227985.1
1585,143435.0
1586,91894.36
1587,116024.79
1588,142170.5
1589,113665.9
1590,132249.5
1591,110057.99
1592,135317.5
1593,128435.33
1594,156120.74
1595,132029.23
1596,209050.64
1597,166374.92
1598,189583.45
1599,170224.15
1600,171337.25
1601,93030.19
1602,114149.47
1603,114362.69
1604,277356.68
1605,245534.98
1606,163363.5
1607,169392.11
1608,228504.14
1609,196245.66
1610,174426.14
1611,157977.83
1612,185326.22
1613,176466.87
1614,129917.6
1615,98807.5
1616,92793.0
1617,94705.0
1618,125801.79
1619,138862.93
1620,195572.48
1621,149557.66
1622,146210.14
1623,259568.13
1624,213344.73
1625,120735.4
1626,173611.5
1627,191058.17
1628,255599.13
1629,178141.0
1630,286787.89
1631,212876.0
1632,242450.0
1633,184068.13
1634,191021.95
1635,189594.96
1636,172889.6
1637,197048.34
1638,201318.64
1639,189930.96
1640,223809.18
1641,180147.36
1642,247794.39
1643,220757.45
1644,232691.58
1645,186561.72
1646,166482.5
1647,162292.26
1648,138287.5
1649,145262.03
1650,123782.5
1651,129719.08
1652,97926.0
1653,103376.21
1654,153711.0
1655,152203.63
1656,150050.5
1657,151554.0
1658,158421.45
1659,133303.96
1660,153267.95
1661,409778.76
1662,345496.63
1663,351000.58
1664,457394.95
1665,312678.22
1666,346239.66
1667,346198.84
1668,327907.08
1669,283614.97
1670,348685.63
1671,287534.92
1672,384646.02
1673,301865.77
1674,254828.28
1675,203153.32
1676,209763.88
1677,216724.06
1678,409860.38
1679,369401.64
1680,322032.28
1681,252411.05
1682,322888.68
1683,205346.5
1684,182630.3
1685,182440.89
1686,183313.48
1687,179513.01
1688,200017.72
1689,193919.72
1690,193657.97
1691,190023.78
1692,243781.78
1693,181201.17
1694,183971.8
1695,173835.98
1696,263118.8
1697,170910.6
1698,308818.13
1699,300147.13
1700,255111.84
1701,273161.8
1702,243385.86
1703,255570.69
1704,271878.69
1705,226940.13
1706,342419.96
1707,211779.79
1708,199912.94
1709,247880.7
1710,221844.59
1711,267861.55
1712,250456.08
1713,262327.41
1714,219802.44
1715,206625.59
1716,170540.46
1717,167397.42
1718,142254.89
1719,206795.59
1720,242025.84
1721,163683.46
1722,141778.77
1723,165461.89
1724,209317.31
1725,226590.21
1726,197685.07
1727,175125.65
1728,194478.73
1729,167758.72
1730,158204.27
1731,134814.33
1732,131408.87
1733,122958.82
1734,133683.28
1735,139477.58
1736,126822.74
1737,256843.33
1738,244823.35
1739,247820.94
1740,231157.43
1741,192832.74
1742,172778.33
1743,174431.5
1744,283296.82
1745,200600.33
1746,201710.62
1747,203552.5
1748,219944.63
1749,164607.0
1750,140759.93
1751,214603.08
1752,127414.0
1753,149834.37
1754,189522.61
1755,171557.5
1756,129771.24
1757,120931.63
1758,148995.99
1759,163033.65
1760,167874.5
1761,155389.65
1762,177404.5
1763,175363.5
1764,130841.91
1765,163523.63
1766,168922.75
1767,192471.91
1768,146630.0
1769,162488.9
1770,154248.9
1771,132451.08
1772,142059.5
1773,141771.83
1774,146810.93
1775,133800.08
1776,123292.44
1777,122054.9
1778,138102.71
1779,127850.03
1780,166573.32
1781,133542.83
1782,112898.56
1783,151807.54
1784,115796.24
1785,120458.16
1786,165806.28
1787,159922.63
1788,92419.15
1789,111042.91
1790,113691.71
1791,186876.79
1792,146880.5
1793,139625.82
1794,145574.0
1795,139794.74
1796,148567.53
1797,116532.05
1798,129649.0
1799,122067.96
1800,137955.5
1801,135048.28
1802,132494.53
1803,156201.58
1804,143457.3
1805,140985.5
1806,122515.08
1807,133775.2
1808,136724.33
1809,124787.48
1810,140202.37
1811,113903.04
1812,111987.04
1813,121345.96
1814,106088.63
1815,85386.75
1816,108122.38
1817,136257.91
1818,146059.24
1819,137778.75
1820,102184.25
1821,114552.49
1822,142360.57
1823,84353.69
1824,140122.17
1825,143841.44
1826,118773.72
1827,112707.06
1828,136563.5
1829,113007.21
1830,139286.67
1831,140348.92
1832,116862.74
1833,140105.0
1834,127497.25
1835,140777.54
1836,122663.35
1837,117059.25
1838,127334.25
1839,108229.19
1840,176479.64
1841,157831.28
1842,111347.22
1843,148636.64
1844,152255.64
1845,158115.08
1846,154581.25
1847,163162.33
1848,81500.9
1849,123286.51
1850,128125.0
1851,158157.81
1852,131536.11
1853,164447.78
1854,168679.4
1855,169154.76
1856,223396.11
1857,163076.91
1858,141960.21
1859,121149.49
1860,155921.59
1861,121559.06
1862,303521.71
1863,292749.67
1864,292749.67
1865,314363.16
1866,321294.35
1867,214579.37
1868,289844.9
1869,198012.03
1870,224727.55
1871,245619.51
1872,187867.36
1873,229452.3
1874,142472.5
1875,202357.38
1876,204627.28
1877,203290.22
1878,218805.89
1879,139346.28
1880,133458.1
1881,242823.8
1882,234504.15
1883,195459.5
1884,206112.6
1885,235291.84
1886,275480.86
1887,203502.07
1888,262903.3
1889,185943.88
1890,134810.4
1891,141369.64
1892,117655.58
1893,136719.37
1894,136576.68
1895,147010.5
1896,124683.16
1897,135147.0
1898,133125.23
1899,154866.52
